year,stock,capture,effort
1986,Crassostrea virginica,42375,728631724
1986,Opisthonema oglinum,2406,728631724
1986,Pogonias cromis,229,728631724
1987,Callinectes sapidus,5666,843315431.5
1987,Crassostrea virginica,50715,843315431.5
1987,Opisthonema oglinum,1790,843315431.5
1987,Pogonias cromis,142,843315431.5
1988,Callinectes sapidus,6194,986391062.1
1988,Crassostrea virginica,56118,986391062.1
1988,Opisthonema oglinum,2268,986391062.1
1988,Pogonias cromis,173,986391062.1
1989,Callinectes sapidus,5974,840150841.9
1989,Crassostrea virginica,56599,840150841.9
1989,Opisthonema oglinum,2151,840150841.9
1989,Pogonias cromis,381,840150841.9
1990,Callinectes sapidus,7400,894661355
1990,Crassostrea virginica,48345,894661355
1990,Opisthonema oglinum,2511,894661355
1990,Pogonias cromis,228,894661355
1991,Callinectes sapidus,8651,970160034.5
1991,Crassostrea virginica,34714,970160034.5
1991,Opisthonema oglinum,2550,970160034.5
1991,Pogonias cromis,370,970160034.5
1992,Callinectes sapidus,9372,952153040.5
1992,Crassostrea virginica,28891,952153040.5
1992,Opisthonema oglinum,1572,952153040.5
1992,Pogonias cromis,274,952153040.5
1993,Callinectes sapidus,11076,998017400.5
1993,Crassostrea virginica,22821,998017400.5
1993,Opisthonema oglinum,886,998017400.5
1993,Pogonias cromis,250,998017400.5
1994,Callinectes sapidus,11026,867055953.7
1994,Crassostrea virginica,33647,867055953.7
1994,Opisthonema oglinum,1384,867055953.7
1994,Pogonias cromis,204,867055953.7
1995,Callinectes sapidus,10657,910793702.2
1995,Crassostrea virginica,27609,910793702.2
1995,Opisthonema oglinum,2005,910793702.2
1995,Pogonias cromis,166,910793702.2
1996,Callinectes sapidus,13736,1031342433
1996,Crassostrea virginica,34726,1031342433
1996,Opisthonema oglinum,2361,1031342433
1996,Pogonias cromis,134,1031342433
1997,Callinectes sapidus,14412,811593600.3
1997,Crassostrea virginica,38515,811593600.3
1997,Opisthonema oglinum,1900,811593600.3
1997,Pogonias cromis,362,811593600.3
1998,Callinectes sapidus,12920,934292285.8
1998,Crassostrea virginica,30715,934292285.8
1998,Opisthonema oglinum,1286,934292285.8
1998,Pogonias cromis,392,934292285.8
1999,Callinectes sapidus,12714,901728905
1999,Crassostrea virginica,39268,901728905
1999,Opisthonema oglinum,1756,901728905
1999,Pogonias cromis,179,901728905
2000,Callinectes sapidus,8602,815836862.4
2000,Crassostrea virginica,48101,815836862.4
2000,Opisthonema oglinum,1522,815836862.4
2000,Pogonias cromis,207,815836862.4
2001,Callinectes sapidus,7291,901315110.5
2001,Crassostrea virginica,48570,901315110.5
2001,Opisthonema oglinum,1676,901315110.5
2001,Pogonias cromis,143,901315110.5
2002,Callinectes sapidus,8063,821330401.1
2002,Crassostrea virginica,47570,821330401.1
2002,Opisthonema oglinum,1799,821330401.1
2002,Pogonias cromis,165,821330401.1
2003,Callinectes sapidus,6023,896139577.6
2003,Crassostrea virginica,45330,896139577.6
2003,Opisthonema oglinum,1740,896139577.6
2003,Pogonias cromis,73,896139577.6
2004,Callinectes sapidus,4752,839141395.3
2004,Crassostrea virginica,45041,839141395.3
2004,Opisthonema oglinum,1740,839141395.3
2004,Pogonias cromis,49,839141395.3
2005,Callinectes sapidus,10275,881807408.3
2005,Crassostrea virginica,39894,881807408.3
2005,Opisthonema oglinum,1195,881807408.3
2005,Pogonias cromis,88,881807408.3
2006,Callinectes sapidus,10729,892467419.3
2006,Crassostrea virginica,42902,892467419.3
2006,Opisthonema oglinum,1964,892467419.3
2006,Pogonias cromis,92,892467419.3
2007,Callinectes sapidus,10183,1158118160
2007,Crassostrea virginica,45948,1158118160
2007,Opisthonema oglinum,1359,1158118160
2007,Pogonias cromis,44,1158118160
2008,Callinectes sapidus,9729,994142358.2
2008,Crassostrea virginica,40472,994142358.2
2008,Opisthonema oglinum,1666,994142358.2
2008,Pogonias cromis,33,994142358.2
2009,Callinectes sapidus,9275,967312243.7
2009,Crassostrea virginica,36858,967312243.7
2009,Opisthonema oglinum,1799,967312243.7
2009,Pogonias cromis,21,967312243.7
2010,Callinectes sapidus,9138,1159814784
2010,Crassostrea virginica,46664,1159814784
2010,Opisthonema oglinum,1524,1159814784
2010,Pogonias cromis,23,1159814784
2011,Callinectes sapidus,9505,1061540866
2011,Crassostrea virginica,42881,1061540866
2011,Opisthonema oglinum,1574,1061540866
2011,Pogonias cromis,93,1061540866
2012,Callinectes sapidus,8967,989207750.2
2012,Crassostrea virginica,42487,989207750.2
2012,Opisthonema oglinum,1636,989207750.2
2012,Pogonias cromis,79,989207750.2
2013,Callinectes sapidus,9795,1039433633
2013,Crassostrea virginica,36453,1039433633
2013,Opisthonema oglinum,1592,1039433633
2013,Pogonias cromis,77,1039433633
2014,Callinectes sapidus,12405,1026375703
2014,Crassostrea virginica,37279,1026375703
2014,Opisthonema oglinum,1286,1026375703
2014,Pogonias cromis,419,1026375703
2015,Callinectes sapidus,15126,1094517356
2015,Crassostrea virginica,50044,1094517356
2015,Opisthonema oglinum,1714,1094517356
2015,Pogonias cromis,107,1094517356
2016,Callinectes sapidus,17915,1094517356
2016,Crassostrea virginica,44313,1094517356
2016,Opisthonema oglinum,1751,1094517356
2016,Pogonias cromis,128,1094517356
2017,Callinectes sapidus,16790,1094517356
2017,Crassostrea virginica,55549,1094517356
2017,Opisthonema oglinum,1388,1094517356
2017,Pogonias cromis,119,1094517356
2018,Callinectes sapidus,20065,1094517356
2018,Crassostrea virginica,49631,1094517356
2018,Opisthonema oglinum,1570,1094517356
2018,Pogonias cromis,143,1094517356
2019,Callinectes sapidus,14438,1094517356
2019,Crassostrea virginica,45108,1094517356
2019,Opisthonema oglinum,1081,1094517356
2019,Pogonias cromis,153,1094517356
